geoid,state_abb,county,tract,geographic_area_name,total,english_only,spanish,french,west_germanic_languages,slavic_languages,indo_european,korean,chinese,vietnamese,tagalog,asian_others,arabic,west_european,east_se_asian,unspecified,state,geography
06001400100,CA,Alameda County,4001,Census Tract 4001; Alameda County; California,1316,917,117,29,25,10,64,13,91,7,0,17,18,54,128,8,California,1400000US06001400100
06059110606,CA,Orange County,1106.06,Census Tract 1106.06; Orange County; California,1309,460,420,0,0,0,20,173,54,16,95,32,22,0,370,17,California,1400000US06059110606
06059110607,CA,Orange County,1106.07,Census Tract 1106.07; Orange County; California,1420,388,425,0,8,0,12,465,19,0,18,70,9,8,572,6,California,1400000US06059110607
06059980000,CA,Orange County,9800,Census Tract 9800; Orange County; California,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,1400000US06059980000
06059990100,CA,Orange County,9901,Census Tract 9901; Orange County; California,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,1400000US06059990100
06061020104,CA,Placer County,201.04,Census Tract 201.04; Placer County; California,562,486,19,0,0,0,24,0,0,0,0,19,14,0,19,0,California,1400000US06061020104
06061020105,CA,Placer County,201.05,Census Tract 201.05; Placer County; California,566,404,118,0,0,13,0,0,31,0,0,0,0,0,31,0,California,1400000US06061020105
06061020106,CA,Placer County,201.06,Census Tract 201.06; Placer County; California,501,448,31,0,0,22,0,0,0,0,0,0,0,0,0,0,California,1400000US06061020106
06061020107,CA,Placer County,201.07,Census Tract 201.07; Placer County; California,1018,539,479,0,0,0,0,0,0,0,0,0,0,0,0,0,California,1400000US06061020107
06061020200,CA,Placer County,202,Census Tract 202; Placer County; California,2756,2509,229,0,0,0,0,0,18,0,0,0,0,0,18,0,California,1400000US06061020200
06061020300,CA,Placer County,203,Census Tract 203; Placer County; California,2335,1959,304,0,36,0,18,0,0,0,18,0,0,36,18,0,California,1400000US06061020300
06061020401,CA,Placer County,204.01,Census Tract 204.01; Placer County; California,1059,903,128,0,28,0,0,0,0,0,0,0,0,28,0,0,California,1400000US06061020401
06061020402,CA,Placer County,204.02,Census Tract 204.02; Placer County; California,1514,1292,129,24,0,9,43,0,0,0,0,0,0,24,0,17,California,1400000US06061020402
06061020501,CA,Placer County,205.01,Census Tract 205.01; Placer County; California,1074,1002,7,17,0,6,27,0,0,0,3,12,0,17,15,0,California,1400000US06061020501
06061020502,CA,Placer County,205.02,Census Tract 205.02; Placer County; California,1779,1660,61,0,36,0,14,0,0,0,0,3,0,36,3,5,California,1400000US06061020502
06061020601,CA,Placer County,206.01,Census Tract 206.01; Placer County; California,2551,2019,199,42,34,63,139,8,0,0,33,0,14,76,41,0,California,1400000US06061020601
06061020604,CA,Placer County,206.04,Census Tract 206.04; Placer County; California,2157,1805,114,15,0,35,60,0,23,0,30,19,0,15,72,56,California,1400000US06061020604
06061020605,CA,Placer County,206.05,Census Tract 206.05; Placer County; California,2048,1667,114,0,25,0,55,23,25,16,58,31,0,25,153,34,California,1400000US06061020605
06061020606,CA,Placer County,206.06,Census Tract 206.06; Placer County; California,1411,1105,80,17,0,15,82,4,19,14,0,28,36,17,65,11,California,1400000US06061020606
06061020607,CA,Placer County,206.07,Census Tract 206.07; Placer County; California,1940,1685,79,0,19,66,36,0,45,0,10,0,0,19,55,0,California,1400000US06061020607
06061020608,CA,Placer County,206.08,Census Tract 206.08; Placer County; California,1361,1318,10,21,0,0,0,0,0,0,12,0,0,21,12,0,California,1400000US06061020608
06061020710,CA,Placer County,207.10,Census Tract 207.10; Placer County; California,1749,1585,58,9,0,31,12,0,7,11,28,8,0,9,54,0,California,1400000US06061020710
06061020711,CA,Placer County,207.11,Census Tract 207.11; Placer County; California,2075,1678,149,0,55,0,85,0,32,0,20,38,18,55,90,0,California,1400000US06061020711
06061020712,CA,Placer County,207.12,Census Tract 207.12; Placer County; California,1429,1208,145,0,26,0,19,14,0,0,4,13,0,26,31,0,California,1400000US06061020712
06061020713,CA,Placer County,207.13,Census Tract 207.13; Placer County; California,1295,1120,50,0,0,0,71,0,0,0,16,0,0,0,16,38,California,1400000US06061020713
06061020714,CA,Placer County,207.14,Census Tract 207.14; Placer County; California,1498,1181,91,0,8,133,44,18,13,0,0,10,0,8,41,0,California,1400000US06061020714
06061020715,CA,Placer County,207.15,Census Tract 207.15; Placer County; California,1150,1020,51,0,0,5,31,0,0,0,8,20,0,0,28,15,California,1400000US06061020715
06061020717,CA,Placer County,207.17,Census Tract 207.17; Placer County; California,2175,1608,136,0,0,43,126,22,67,52,93,16,12,0,250,0,California,1400000US06061020717
06061020805,CA,Placer County,208.05,Census Tract 208.05; Placer County; California,1686,1329,203,0,0,36,48,0,26,0,19,18,0,0,63,7,California,1400000US06061020805
06061020806,CA,Placer County,208.06,Census Tract 208.06; Placer County; California,1709,1509,148,5,7,26,14,0,0,0,0,0,0,12,0,0,California,1400000US06061020806
06061020901,CA,Placer County,209.01,Census Tract 209.01; Placer County; California,1108,874,203,0,0,5,26,0,0,0,0,0,0,0,0,0,California,1400000US06061020901
06061020908,CA,Placer County,209.08,Census Tract 209.08; Placer County; California,2794,1974,357,0,0,28,188,11,0,0,121,104,11,0,236,0,California,1400000US06061020908
06061021003,CA,Placer County,210.03,Census Tract 210.03; Placer County; California,2935,2373,178,116,0,88,54,0,11,0,65,50,0,116,126,0,California,1400000US06061021003
06061021034,CA,Placer County,210.34,Census Tract 210.34; Placer County; California,1447,1123,135,0,0,45,73,0,11,6,18,36,0,0,71,0,California,1400000US06061021034
06061021037,CA,Placer County,210.37,Census Tract 210.37; Placer County; California,1006,775,33,0,0,40,33,0,9,0,58,16,18,0,83,24,California,1400000US06061021037
06061021038,CA,Placer County,210.38,Census Tract 210.38; Placer County; California,2808,2344,160,24,0,96,94,0,9,16,29,0,0,24,54,36,California,1400000US06061021038
06061021039,CA,Placer County,210.39,Census Tract 210.39; Placer County; California,933,856,36,1,0,0,24,8,0,0,8,0,0,1,16,0,California,1400000US06061021039
06061021040,CA,Placer County,210.40,Census Tract 210.40; Placer County; California,2029,1868,42,29,12,0,66,12,0,0,0,0,0,41,12,0,California,1400000US06061021040
06061021043,CA,Placer County,210.43,Census Tract 210.43; Placer County; California,1445,1024,88,0,27,52,50,28,42,28,16,47,0,27,161,43,California,1400000US06061021043
06061021044,CA,Placer County,210.44,Census Tract 210.44; Placer County; California,1811,1404,211,0,6,0,63,9,10,0,19,50,21,6,88,18,California,1400000US06061021044
06061021045,CA,Placer County,210.45,Census Tract 210.45; Placer County; California,1404,966,207,0,106,0,38,0,37,0,23,27,0,106,87,0,California,1400000US06061021045
06061021046,CA,Placer County,210.46,Census Tract 210.46; Placer County; California,2412,2010,108,0,0,0,139,31,0,0,20,66,38,0,117,0,California,1400000US06061021046
06061021047,CA,Placer County,210.47,Census Tract 210.47; Placer County; California,1548,1237,115,0,0,63,0,13,20,4,96,0,0,0,133,0,California,1400000US06061021047
06061021048,CA,Placer County,210.48,Census Tract 210.48; Placer County; California,1352,1052,86,0,0,32,70,0,0,34,70,8,0,0,112,0,California,1400000US06061021048
06061021103,CA,Placer County,211.03,Census Tract 211.03; Placer County; California,2038,1681,192,12,7,32,59,5,0,7,43,0,0,19,55,0,California,1400000US06061021103
06061021106,CA,Placer County,211.06,Census Tract 211.06; Placer County; California,841,744,26,0,0,14,0,9,15,0,21,12,0,0,57,0,California,1400000US06061021106
06061021108,CA,Placer County,211.08,Census Tract 211.08; Placer County; California,1326,1245,56,0,0,17,0,0,0,0,8,0,0,0,8,0,California,1400000US06061021108
06061021109,CA,Placer County,211.09,Census Tract 211.09; Placer County; California,2010,1468,120,0,8,53,137,0,110,4,17,30,63,8,161,0,California,1400000US06061021109
06061021122,CA,Placer County,211.22,Census Tract 211.22; Placer County; California,1397,1152,38,7,66,22,23,10,52,11,0,7,9,73,80,0,California,1400000US06061021122
06061021123,CA,Placer County,211.23,Census Tract 211.23; Placer County; California,2490,2134,104,14,4,66,80,0,0,0,54,20,0,18,74,14,California,1400000US06061021123
06061021128,CA,Placer County,211.28,Census Tract 211.28; Placer County; California,1264,1071,38,0,0,6,57,0,8,10,25,0,17,0,43,32,California,1400000US06061021128
06061021129,CA,Placer County,211.29,Census Tract 211.29; Placer County; California,1389,1099,153,7,9,21,58,13,0,0,29,0,0,16,42,0,California,1400000US06061021129
06061021130,CA,Placer County,211.30,Census Tract 211.30; Placer County; California,1044,662,108,52,0,35,83,11,17,0,44,32,0,52,104,0,California,1400000US06061021130
06061021131,CA,Placer County,211.31,Census Tract 211.31; Placer County; California,2167,1766,97,22,0,0,53,27,60,0,68,44,13,22,199,17,California,1400000US06061021131
06061021203,CA,Placer County,212.03,Census Tract 212.03; Placer County; California,3092,2718,261,0,0,53,0,0,0,0,0,16,0,0,16,44,California,1400000US06061021203
06061021204,CA,Placer County,212.04,Census Tract 212.04; Placer County; California,954,819,82,7,3,0,14,9,0,0,0,20,0,10,29,0,California,1400000US06061021204
06061021304,CA,Placer County,213.04,Census Tract 213.04; Placer County; California,2237,1961,104,0,99,73,0,0,0,0,0,0,0,99,0,0,California,1400000US06061021304
06061021323,CA,Placer County,213.23,Census Tract 213.23; Placer County; California,3199,2383,180,0,8,45,161,17,212,0,61,132,0,8,422,0,California,1400000US06061021323
06061021324,CA,Placer County,213.24,Census Tract 213.24; Placer County; California,2300,1739,200,0,0,37,111,10,15,0,60,97,31,0,182,0,California,1400000US06061021324
06061021325,CA,Placer County,213.25,Census Tract 213.25; Placer County; California,3239,2131,305,0,0,104,245,0,38,58,182,108,29,0,386,39,California,1400000US06061021325
06061021326,CA,Placer County,213.26,Census Tract 213.26; Placer County; California,1128,698,18,26,0,28,139,0,84,26,69,40,0,26,219,0,California,1400000US06061021326
06061021327,CA,Placer County,213.27,Census Tract 213.27; Placer County; California,2540,1923,88,0,10,62,43,0,41,0,276,58,0,10,375,39,California,1400000US06061021327
06061021328,CA,Placer County,213.28,Census Tract 213.28; Placer County; California,3206,1833,366,0,91,68,358,0,57,96,230,107,0,91,490,0,California,1400000US06061021328
06061021401,CA,Placer County,214.01,Census Tract 214.01; Placer County; California,1258,990,209,0,0,0,59,0,0,0,0,0,0,0,0,0,California,1400000US06061021401
06061021403,CA,Placer County,214.03,Census Tract 214.03; Placer County; California,2135,1609,436,0,0,0,49,12,0,0,29,0,0,0,41,0,California,1400000US06061021403
06061021501,CA,Placer County,215.01,Census Tract 215.01; Placer County; California,1941,1614,214,0,0,0,14,0,0,0,81,18,0,0,99,0,California,1400000US06061021501
06061021502,CA,Placer County,215.02,Census Tract 215.02; Placer County; California,1712,1557,61,17,9,0,22,0,31,0,0,15,0,26,46,0,California,1400000US06061021502
06061021603,CA,Placer County,216.03,Census Tract 216.03; Placer County; California,1914,1418,401,6,0,13,68,0,0,0,8,0,0,6,8,0,California,1400000US06061021603
06061021604,CA,Placer County,216.04,Census Tract 216.04; Placer County; California,1307,1228,58,0,12,0,9,0,0,0,0,0,0,12,0,0,California,1400000US06061021604
06061021801,CA,Placer County,218.01,Census Tract 218.01; Placer County; California,1853,1696,86,13,0,10,39,0,9,0,0,0,0,13,9,0,California,1400000US06061021801
06061021802,CA,Placer County,218.02,Census Tract 218.02; Placer County; California,2454,2160,189,6,28,0,6,0,0,0,41,24,0,34,65,0,California,1400000US06061021802
06061021901,CA,Placer County,219.01,Census Tract 219.01; Placer County; California,1263,1131,71,0,0,0,61,0,0,0,0,0,0,0,0,0,California,1400000US06061021901
06061021902,CA,Placer County,219.02,Census Tract 219.02; Placer County; California,1818,1599,106,0,8,44,0,36,10,0,8,0,7,8,54,0,California,1400000US06061021902
06061022002,CA,Placer County,220.02,Census Tract 220.02; Placer County; California,2680,2426,184,0,3,0,63,0,4,0,0,0,0,3,4,0,California,1400000US06061022002
06061022011,CA,Placer County,220.11,Census Tract 220.11; Placer County; California,814,738,26,0,28,0,3,0,7,0,0,12,0,28,19,0,California,1400000US06061022011
06061022013,CA,Placer County,220.13,Census Tract 220.13; Placer County; California,1123,1082,20,0,0,14,0,0,0,7,0,0,0,0,7,0,California,1400000US06061022013
06061022014,CA,Placer County,220.14,Census Tract 220.14; Placer County; California,715,632,36,20,12,15,0,0,0,0,0,0,0,32,0,0,California,1400000US06061022014
06061022100,CA,Placer County,221,Census Tract 221; Placer County; California,389,304,28,40,0,0,17,0,0,0,0,0,0,40,0,0,California,1400000US06061022100
06061022200,CA,Placer County,222,Census Tract 222; Placer County; California,385,313,43,0,0,0,0,0,0,0,0,0,0,0,0,29,California,1400000US06061022200
06061022300,CA,Placer County,223,Census Tract 223; Placer County; California,251,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,1400000US06061022300
06061022400,CA,Placer County,224,Census Tract 224; Placer County; California,1841,1408,104,0,0,72,92,12,28,8,37,39,41,0,124,0,California,1400000US06061022400
06061022500,CA,Placer County,225,Census Tract 225; Placer County; California,1618,1030,205,13,6,74,147,0,0,0,95,28,10,19,123,10,California,1400000US06061022500
06061022600,CA,Placer County,226,Census Tract 226; Placer County; California,2065,1464,228,53,31,21,99,0,8,48,74,25,0,84,155,14,California,1400000US06061022600
06061022800,CA,Placer County,228,Census Tract 228; Placer County; California,1684,1042,151,7,32,62,221,51,29,22,13,54,0,39,169,0,California,1400000US06061022800
06061022900,CA,Placer County,229,Census Tract 229; Placer County; California,1877,1346,188,17,0,46,97,0,61,8,48,66,0,17,183,0,California,1400000US06061022900
06061023000,CA,Placer County,230,Census Tract 230; Placer County; California,1101,682,175,0,0,39,109,12,4,12,50,17,1,0,95,0,California,1400000US06061023000
06061023100,CA,Placer County,231,Census Tract 231; Placer County; California,3094,2508,78,25,0,17,202,0,34,25,110,54,41,25,223,0,California,1400000US06061023100
06061023200,CA,Placer County,232,Census Tract 232; Placer County; California,1743,1343,103,0,44,17,64,0,19,0,81,25,47,44,125,0,California,1400000US06061023200
06061023300,CA,Placer County,233,Census Tract 233; Placer County; California,2227,1559,196,16,0,29,174,8,11,87,97,21,19,16,224,10,California,1400000US06061023300
06061023400,CA,Placer County,234,Census Tract 234; Placer County; California,1924,1547,139,0,0,22,79,0,31,7,48,51,0,0,137,0,California,1400000US06061023400
06061023501,CA,Placer County,235.01,Census Tract 235.01; Placer County; California,419,345,3,0,0,0,9,0,22,0,16,16,8,0,54,0,California,1400000US06061023501
06061023502,CA,Placer County,235.02,Census Tract 235.02; Placer County; California,1942,1594,103,6,10,98,51,12,32,12,9,15,0,16,80,0,California,1400000US06061023502
06061023600,CA,Placer County,236,Census Tract 236; Placer County; California,2569,2341,0,16,69,0,84,0,59,0,0,0,0,85,59,0,California,1400000US06061023600
06061023700,CA,Placer County,237,Census Tract 237; Placer County; California,2090,1846,64,0,39,0,57,12,26,17,14,15,0,39,84,0,California,1400000US06061023700
06061023800,CA,Placer County,238,Census Tract 238; Placer County; California,1918,1729,95,5,15,0,12,0,26,0,15,14,0,20,55,7,California,1400000US06061023800
06061023900,CA,Placer County,239,Census Tract 239; Placer County; California,1007,853,97,14,0,11,0,5,4,0,6,0,11,14,15,6,California,1400000US06061023900
06061990000,CA,Placer County,9900,Census Tract 9900; Placer County; California,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,1400000US06061990000
06063000100,CA,Plumas County,1,Census Tract 1; Plumas County; California,1961,1800,108,41,0,0,12,0,0,0,0,0,0,41,0,0,California,1400000US06063000100
06063000201,CA,Plumas County,2.01,Census Tract 2.01; Plumas County; California,688,651,33,0,0,4,0,0,0,0,0,0,0,0,0,0,California,1400000US06063000201
06063000202,CA,Plumas County,2.02,Census Tract 2.02; Plumas County; California,464,438,20,0,0,0,6,0,0,0,0,0,0,0,0,0,California,1400000US06063000202
06063000300,CA,Plumas County,3,Census Tract 3; Plumas County; California,2262,2078,126,23,13,0,17,0,0,0,0,0,5,36,0,0,California,1400000US06063000300
06063000400,CA,Plumas County,4,Census Tract 4; Plumas County; California,782,737,45,0,0,0,0,0,0,0,0,0,0,0,0,0,California,1400000US06063000400
06063000501,CA,Plumas County,5.01,Census Tract 5.01; Plumas County; California,874,839,35,0,0,0,0,0,0,0,0,0,0,0,0,0,California,1400000US06063000501
06063000502,CA,Plumas County,5.02,Census Tract 5.02; Plumas County; California,1024,1001,20,0,3,0,0,0,0,0,0,0,0,3,0,0,California,1400000US06063000502
06065030101,CA,Riverside County,301.01,Census Tract 301.01; Riverside County; California,305,128,141,0,0,0,11,5,9,0,11,0,0,0,25,0,California,1400000US06065030101
